,Video.ID,URL,answer,question,Caption,Transcript,Text
1152,angelica.r.hill-2232-18,https://www.tiktok.com/@angelica.r.hill/video/7059584535515761967,yes,Is this transcript giving advice for caring for a high risk infant?,Sterilize Baker’s bottles and pacifers  ✅ #pregnancy #nesting #instantpot #stayathomemom #3rdtrimester #readyforbaby #fyp #momsoftiktok #,NA,Sterilize Baker’s bottles and pacifers  ✅ #pregnancy #nesting #instantpot #stayathomemom #3rdtrimester #readyforbaby #fyp #momsoftiktok #
1153,ashleybrianca2-1307-173,https://www.tiktok.com/@ashleybrianca2/video/7238433151612177707,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,HEY MAMA!  How are you guys keeping your pump parts clean when you are away from home? Here is some things I use to keep them clean. ##cleaningpumpparts##cleanpumpparts##pumparts##cleanyourbreastpump##onthego,"Hey, mamas. Welcome to part two of my previous video. If you haven't watched that, go check it out. But we're gonna talk about cleaning my pump parts when I'm not around any water or anything like that. So this is what I do. Y'all do what works best for you, but this works best for me. So the products I'm going to be using first are my Medela sanitizing pump spray. This is called the Quick Clean Breast Pump and accessory Sanitizer. I spray all my pump parts down with this. I also use the Dabble Baby breast pump cleansing wipes. I got the new portable ones which make it so easy to pack when you're on the go, and it doesn't take up any. Any space. So first things first. So this is what I'm going to use. All these are on my Amazon storefront if y'all interested. But first, when I don't have water, I always disassemble my pump parts, and I literally wipe out the milk residue. So I use clean Kleenex or paper towel, whatever I have available, and I wipe out the milk residue. Okay? So I'm going to wipe all these down, get it all out, and I'll tell you what step two is. Now, after things are fully dry with no milk residue, I then first go in with my Dabble Baby Breast pump cleaning wipe. So everything is pretty much dry and free of milk. So now I'm going to wipe everything down with the cleaning wipe. Now we're going to use this wipe and we going to clean and all crevices of this pump. Okay? All crevices. So y'all wipe that thing down. Okay, y'all? So everything is completely wiped. Next thing I do is my sanitizing spray, and I spray all over each pump. Part two, of course, sanitize it. Now, this is just what works. Works for me, y'all. Oh. Sprayed myself. I am not telling y'all to do it, but this is what I do when I don't have any water available, and I feel pretty okay with this method. And I feel like my pump parts are actually clean. So spray it inside of everything, outside of everything. So, yeah. And then y'all, I let that air dry. If I don't have time to let it air dry, I use a paper towel. I use a paper towel and dry them. But that's what works. I hope y'all try it out for yourself. Let me know what you think if you. You have. And like I said, everything is on my storefront, so go check up top on the link. Toodles. I hope it helps. Bye.","HEY MAMA!  How are you guys keeping your pump parts clean when you are away from home? Here is some things I use to keep them clean. ##cleaningpumpparts##cleanpumpparts##pumparts##cleanyourbreastpump##onthego Hey, mamas. Welcome to part two of my previous video. If you haven't watched that, go check it out. But we're gonna talk about cleaning my pump parts when I'm not around any water or anything like that. So this is what I do. Y'all do what works best for you, but this works best for me. So the products I'm going to be using first are my Medela sanitizing pump spray. This is called the Quick Clean Breast Pump and accessory Sanitizer. I spray all my pump parts down with this. I also use the Dabble Baby breast pump cleansing wipes. I got the new portable ones which make it so easy to pack when you're on the go, and it doesn't take up any. Any space. So first things first. So this is what I'm going to use. All these are on my Amazon storefront if y'all interested. But first, when I don't have water, I always disassemble my pump parts, and I literally wipe out the milk residue. So I use clean Kleenex or paper towel, whatever I have available, and I wipe out the milk residue. Okay? So I'm going to wipe all these down, get it all out, and I'll tell you what step two is. Now, after things are fully dry with no milk residue, I then first go in with my Dabble Baby Breast pump cleaning wipe. So everything is pretty much dry and free of milk. So now I'm going to wipe everything down with the cleaning wipe. Now we're going to use this wipe and we going to clean and all crevices of this pump. Okay? All crevices. So y'all wipe that thing down. Okay, y'all? So everything is completely wiped. Next thing I do is my sanitizing spray, and I spray all over each pump. Part two, of course, sanitize it. Now, this is just what works. Works for me, y'all. Oh. Sprayed myself. I am not telling y'all to do it, but this is what I do when I don't have any water available, and I feel pretty okay with this method. And I feel like my pump parts are actually clean. So spray it inside of everything, outside of everything. So, yeah. And then y'all, I let that air dry. If I don't have time to let it air dry, I use a paper towel. I use a paper towel and dry them. But that's what works. I hope y'all try it out for yourself. Let me know what you think if you. You have. And like I said, everything is on my storefront, so go check up top on the link. Toodles. I hope it helps. Bye."
1154,autumnhitthejackpot-308400-148,https://www.tiktok.com/@autumnhitthejackpot/video/7177385278666001710,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Make bottles with me 🥰 #exclusivepumping #pumpingmom #makebottleswithme ,"Good morning. Let's make bottles for the day so that I can empty this out and then clean it and start putting everything I've pumped today into this jar because this is all yesterday's milk. Still. I'm making enough for eight bottles total. Eight of these little Phillips bottles. I do 80 milliliters each into every bottle and then I'm going to do 240 into here because I only have five bottles clean right this minute. It is poop Thursday today, but it is very rainy outside so I'm not sure he is going to come. The dogs don't even notice. Honestly. They were asleep in our bedroom like with the door shut and I thought their poop friend was here and I didn't want them to wake my husband up. So I let them out of the room and got them all hype thinking it was poop Thursday. But it wasn't him at all. It was. I had ordered a bag of dog food to be delivered to the house. It was the dog food delivery, not the poop guy. So whoops, sorry guys. Instead I had to give them a treat because now I got them all excited thinking their friend was here. But who knows, he might still come. He might make an appearance. I can never remember if he comes when it rains. I feel like he does come when it rains and he only doesn't come if there's a bunch of snow on the ground. But I could be wrong. I have a terrible memory lately. I also need to run up to Walmart today. There's a cut, just a few grocery items I need and I also need to get some acrylic paint. We were decorating stockings the other day and we decided to decorate Lord stocking with like his foot and handprints. But I didn't have like paint that would work for that kind of craft. So I need to buy some at Walmart. And then once those are done, I'll be able to show you our fully decorated stockings cuz they turned out pretty cute. All right, last bottle and then we will be able to see how much we get to freeze today. It looks like not very much, just this little amount. And then once this is done, I am making myself breakfast because I have not eaten anything today. And look. Lord is sleep. He's sleep, sleep. His sleep is getting much better lately. Much more consistent. Much longer. Okay, we have a clean jar and this is what I already pumped this morning. And then this is everything I pumped yesterday. If you look on my page, the video right before. This is what I pump in a day it's this milk.","Make bottles with me 🥰 #exclusivepumping #pumpingmom #makebottleswithme  Good morning. Let's make bottles for the day so that I can empty this out and then clean it and start putting everything I've pumped today into this jar because this is all yesterday's milk. Still. I'm making enough for eight bottles total. Eight of these little Phillips bottles. I do 80 milliliters each into every bottle and then I'm going to do 240 into here because I only have five bottles clean right this minute. It is poop Thursday today, but it is very rainy outside so I'm not sure he is going to come. The dogs don't even notice. Honestly. They were asleep in our bedroom like with the door shut and I thought their poop friend was here and I didn't want them to wake my husband up. So I let them out of the room and got them all hype thinking it was poop Thursday. But it wasn't him at all. It was. I had ordered a bag of dog food to be delivered to the house. It was the dog food delivery, not the poop guy. So whoops, sorry guys. Instead I had to give them a treat because now I got them all excited thinking their friend was here. But who knows, he might still come. He might make an appearance. I can never remember if he comes when it rains. I feel like he does come when it rains and he only doesn't come if there's a bunch of snow on the ground. But I could be wrong. I have a terrible memory lately. I also need to run up to Walmart today. There's a cut, just a few grocery items I need and I also need to get some acrylic paint. We were decorating stockings the other day and we decided to decorate Lord stocking with like his foot and handprints. But I didn't have like paint that would work for that kind of craft. So I need to buy some at Walmart. And then once those are done, I'll be able to show you our fully decorated stockings cuz they turned out pretty cute. All right, last bottle and then we will be able to see how much we get to freeze today. It looks like not very much, just this little amount. And then once this is done, I am making myself breakfast because I have not eaten anything today. And look. Lord is sleep. He's sleep, sleep. His sleep is getting much better lately. Much more consistent. Much longer. Okay, we have a clean jar and this is what I already pumped this morning. And then this is everything I pumped yesterday. If you look on my page, the video right before. This is what I pump in a day it's this milk."
1155,babyhommy-868400-14,https://www.tiktok.com/@babyhommy/video/7174763353758240027,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,"Washing the bottle is really not easy, it is easy to breed bacteria if it is not clean, it is clean in all aspects, it is very durable and convenient to carry out. #bottlebrush #bottlecleaning #MaternalandInfantsupplies #siliconeBrush #baby #Malaysia#Motherandinfant #infant #kid #bayinya #foryou#fyp#foryoupage #tiktokmalaysia #tiktokshop12makeawish  #tiktokshop ",One more minute.,"Washing the bottle is really not easy, it is easy to breed bacteria if it is not clean, it is clean in all aspects, it is very durable and convenient to carry out. #bottlebrush #bottlecleaning #MaternalandInfantsupplies #siliconeBrush #baby #Malaysia#Motherandinfant #infant #kid #bayinya #foryou#fyp#foryoupage #tiktokmalaysia #tiktokshop12makeawish  #tiktokshop  One more minute."
1157,badboyreggie-230100-16,https://www.tiktok.com/@badboyreggie/video/7087640158991830315,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,🐣🐰🌸🌷☀️ #pitchermethod #exlusivelypumping #exclusivepumping #fyp #pumpingmom #milkstorage #fedisbest #dayout,"We're headed to my grandmother's this afternoon for the whole afternoon. And I know there's a fridge, so I'm just going to prep one bottle for today and then put everything else in a thermos. So that way, I only have to bring these two things with me, making my life a little bit easier.","🐣🐰🌸🌷☀️ #pitchermethod #exlusivelypumping #exclusivepumping #fyp #pumpingmom #milkstorage #fedisbest #dayout We're headed to my grandmother's this afternoon for the whole afternoon. And I know there's a fridge, so I'm just going to prep one bottle for today and then put everything else in a thermos. So that way, I only have to bring these two things with me, making my life a little bit easier."
1158,badboyreggie-3819-50,https://www.tiktok.com/@badboyreggie/video/7062844841562098990,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Accidentally dressed like ketchup and mustard #exclusivepumping #pitchermethod #pumping #pumpingmom #milkstorage #milksupply #pumpwithme #fyp #baby,"Morning Milk management. Slowly upping to faster flow. Nibs. The last bags. Oops. Does anyone make bags for more than 6 ounces? I need 22 ounces this morning. A frozen vintage, September 2021. Slowly making space in the freezer. Time to eat.","Accidentally dressed like ketchup and mustard #exclusivepumping #pitchermethod #pumping #pumpingmom #milkstorage #milksupply #pumpwithme #fyp #baby Morning Milk management. Slowly upping to faster flow. Nibs. The last bags. Oops. Does anyone make bags for more than 6 ounces? I need 22 ounces this morning. A frozen vintage, September 2021. Slowly making space in the freezer. Time to eat."
1159,badboyreggie-4257-38,https://www.tiktok.com/@badboyreggie/video/7092932927314726190,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Prep for hiking ##pitchermethod #exclusivepumping #exclusivelypumping #hikeitbaby #momlife #fyp #pumpingmom #milkstorage #travel,"So yesterday we went hiking and while prepping bottles, I was pretty sure we were going to need to eat while on the trail, so I put a bottle's worth of milk in a chilled hydro flask to take that in an empty bottle up the mountain with us. We ended up not eating it, but whatever, it was still nice and chilly when we used it later in the day. Packed up our cooler and then I packed up my plastic bag for things on the trail. We've got our hat and pacifier, a bunch of snacks we didn't need, all of those diapers and wipes in sunscreen, dog bag for dirty diapers and then like sunglasses and stuff we didn't need.","Prep for hiking ##pitchermethod #exclusivepumping #exclusivelypumping #hikeitbaby #momlife #fyp #pumpingmom #milkstorage #travel So yesterday we went hiking and while prepping bottles, I was pretty sure we were going to need to eat while on the trail, so I put a bottle's worth of milk in a chilled hydro flask to take that in an empty bottle up the mountain with us. We ended up not eating it, but whatever, it was still nice and chilly when we used it later in the day. Packed up our cooler and then I packed up my plastic bag for things on the trail. We've got our hat and pacifier, a bunch of snacks we didn't need, all of those diapers and wipes in sunscreen, dog bag for dirty diapers and then like sunglasses and stuff we didn't need."
1160,baileeinbloom-2023-31,https://www.tiktok.com/@baileeinbloom/video/7137392630660451626,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,I feel like my employer should have reimbursed me for these Willow pumps since they don’t even have to pay me to take pump breaks💁🏼‍♀️😅 #handsfreepumping #pumpingonthego #pumpinghandsfree #pumpingatwork #pumpingmom #pumpbreak #pumpwithme #pumpwithmeonthego #pumpwithmeatwork #pumpingmomsoftiktok #pumpingmama #pumpinglifestyle #withwillow #willowpumps #willowpumpisworththemoney #willowpump #workingmom #workingmomsoftiktok #workingmama #workingmomma #workingbreastfeedingmom #workingmomslife #workingmomlife #backtowork #MessFreeHero #GenshinTeleport,"Back to work, which means back to the pumps. Got 6 ounces off the first time. Talk crazy when I pull up inside. Bring that back, bitch. I'm stylish While waiting for my second comp. A little more work. But now it's ready and I got 4 ounces off black batter. 10 ounces total today.","I feel like my employer should have reimbursed me for these Willow pumps since they don’t even have to pay me to take pump breaks💁🏼‍♀️😅 #handsfreepumping #pumpingonthego #pumpinghandsfree #pumpingatwork #pumpingmom #pumpbreak #pumpwithme #pumpwithmeonthego #pumpwithmeatwork #pumpingmomsoftiktok #pumpingmama #pumpinglifestyle #withwillow #willowpumps #willowpumpisworththemoney #willowpump #workingmom #workingmomsoftiktok #workingmama #workingmomma #workingbreastfeedingmom #workingmomslife #workingmomlife #backtowork #MessFreeHero #GenshinTeleport Back to work, which means back to the pumps. Got 6 ounces off the first time. Talk crazy when I pull up inside. Bring that back, bitch. I'm stylish While waiting for my second comp. A little more work. But now it's ready and I got 4 ounces off black batter. 10 ounces total today."
1161,baileeinbloom-2307-25,https://www.tiktok.com/@baileeinbloom/video/7114742288869248298,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Idk why but these songs always hype me up during my pump sessions😎😂 #pumpingmom #pumpingmamas #pumpingmomsoftiktok #breastfeedingmom #pumpingatwork #pumpwithme #pumpwithmeatwork #handsfreepumping #pumpinghandsfree #withwillow #willowpump #willowpumps #workingmom #workingmomlife #workingmomsoftiktok #workingmamasbelike #momsoftiktok #momtok #momlife #healthadepopit,"Busy day at work. Finally getting a minute to pump quick. Gotta throw a party for my day Ones Dane in the studio, but they'll lay some rest in peace to drama king. We were straight stunned. Y'all don't like the way I talk. Say something. Gotta throw a party for my day one 15 minutes later, I got 13 ounces total and back to work I go.","Idk why but these songs always hype me up during my pump sessions😎😂 #pumpingmom #pumpingmamas #pumpingmomsoftiktok #breastfeedingmom #pumpingatwork #pumpwithme #pumpwithmeatwork #handsfreepumping #pumpinghandsfree #withwillow #willowpump #willowpumps #workingmom #workingmomlife #workingmomsoftiktok #workingmamasbelike #momsoftiktok #momtok #momlife #healthadepopit Busy day at work. Finally getting a minute to pump quick. Gotta throw a party for my day Ones Dane in the studio, but they'll lay some rest in peace to drama king. We were straight stunned. Y'all don't like the way I talk. Say something. Gotta throw a party for my day one 15 minutes later, I got 13 ounces total and back to work I go."
1163,blackrican91-1315-54,https://www.tiktok.com/@blackrican91/video/7226387655192300843,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,6 more months of breastfeeding then im done! #fypシ #pumpingmom #pumpingatwork #foryoupage #cereschill ,"Tap, tap.","6 more months of breastfeeding then im done! #fypシ #pumpingmom #pumpingatwork #foryoupage #cereschill  Tap, tap."
1164,bobbiebabyco-302800-43,https://www.tiktok.com/@bobbiebabyco/video/7285524940533615915,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,"Never Waste Baby Formula Again! 🙌🏻 One of the most frequently asked questions by new parents is how to make a bottle of baby formula with an odd amount of ounces! Well, here are TWO baby feeding hacks for new parents! 1. The “Top-Up Method” Make an even amount of ounces that is MORE than your baby drinks, and then pour out the excess into a sealed container and pop it into the fridge (it’s good in there for up to 24 hours)! Then later, make an even amount of ounces that is LESS than what your baby drinks, and add the saved amount from the fridge! 2. The Pitcher Method Make a large batch of formula that will last you all day long, and pour your odd amounts from there! It’s good in the fridge for 24 hours! #babyformula #formulafeeding #parentingtips #babysafety #formulafeedingmom ",NA,"Never Waste Baby Formula Again! 🙌🏻 One of the most frequently asked questions by new parents is how to make a bottle of baby formula with an odd amount of ounces! Well, here are TWO baby feeding hacks for new parents! 1. The “Top-Up Method” Make an even amount of ounces that is MORE than your baby drinks, and then pour out the excess into a sealed container and pop it into the fridge (it’s good in there for up to 24 hours)! Then later, make an even amount of ounces that is LESS than what your baby drinks, and add the saved amount from the fridge! 2. The Pitcher Method Make a large batch of formula that will last you all day long, and pour your odd amounts from there! It’s good in the fridge for 24 hours! #babyformula #formulafeeding #parentingtips #babysafety #formulafeedingmom "
1165,brennabowland-2024-48,https://www.tiktok.com/@brennabowland/video/7189406983844334890,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Pumping while traveling gets a bit tricky #exclusivepumping #breastmilk #pitchermethod #workingmom ,"Okay, so I didn't finish recording any of my pumps today, but I pumped a couple times in the car. But most of those I turned into bottles for Lou while we were driving. But these are my leftovers from the pumps earlier, so I must have gotten about 8 ounces total since there's 5 per bottle plus the jug from the weekend. We've got one more pump to go before bed, but this is what we're ending with, and that's what we'll bring today care tomorrow.","Pumping while traveling gets a bit tricky #exclusivepumping #breastmilk #pitchermethod #workingmom  Okay, so I didn't finish recording any of my pumps today, but I pumped a couple times in the car. But most of those I turned into bottles for Lou while we were driving. But these are my leftovers from the pumps earlier, so I must have gotten about 8 ounces total since there's 5 per bottle plus the jug from the weekend. We've got one more pump to go before bed, but this is what we're ending with, and that's what we'll bring today care tomorrow."
1166,brennabowland-3264-34,https://www.tiktok.com/@brennabowland/video/7200004676119645486,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Happy Valentines Day! 15 ounce pump on the way to school #pumpingmom #overproducer #momsoftiktok #fyp #foryoupage #breastmilk #milkstorage #pitchermethod ,"Good morning. Pumped on the way to school today. I used my hand pump and this is what we got about I don't know how much, honestly, 8 ounces and 7 ounces. So 15 ounces total. I pumped on the way here because I know I'm not going to have time to pump until lunch today. So I wanted to kind of hold it off as long as possible. So we're going to add to the pitcher, put everything in the fridge, and we're all set. Hope everybody has a lovely Valentine's Day.","Happy Valentines Day! 15 ounce pump on the way to school #pumpingmom #overproducer #momsoftiktok #fyp #foryoupage #breastmilk #milkstorage #pitchermethod  Good morning. Pumped on the way to school today. I used my hand pump and this is what we got about I don't know how much, honestly, 8 ounces and 7 ounces. So 15 ounces total. I pumped on the way here because I know I'm not going to have time to pump until lunch today. So I wanted to kind of hold it off as long as possible. So we're going to add to the pitcher, put everything in the fridge, and we're all set. Hope everybody has a lovely Valentine's Day."
1167,celycel11-1457-62,https://www.tiktok.com/@celycel11/video/7281121419822615854,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Pump with me at work Link in bio 🙌🏽  #haakaa #siliconemilkcollector #pumpingmom #momsoftiktok #workingmom #pumpingatwork #reusable ,"Pump with me. Work edition. So I just started going back to work. So my first pump is usually at 10:30am I recently started using these Haka Happy Bear silicone milk storage bags and I am freaking loving them. So before I was just pumping into like the little plastic bags, but then I would get annoyed because after I fed the baby I was throwing the bag away. Obviously when I got home from work I just thought it was like super wasteful, especially since I wasn't freezing. And then with these I just, you know, feed baby whatever milk is left over and then I will wash them and then reuse them and continue to do that. My second pump of the day is usually around 2:30. And then I get gather everything and wash everything and then get ready to end my day. But honestly, look how sturdy these are. I'm freaking obsessed.","Pump with me at work Link in bio 🙌🏽  #haakaa #siliconemilkcollector #pumpingmom #momsoftiktok #workingmom #pumpingatwork #reusable  Pump with me. Work edition. So I just started going back to work. So my first pump is usually at 10:30am I recently started using these Haka Happy Bear silicone milk storage bags and I am freaking loving them. So before I was just pumping into like the little plastic bags, but then I would get annoyed because after I fed the baby I was throwing the bag away. Obviously when I got home from work I just thought it was like super wasteful, especially since I wasn't freezing. And then with these I just, you know, feed baby whatever milk is left over and then I will wash them and then reuse them and continue to do that. My second pump of the day is usually around 2:30. And then I get gather everything and wash everything and then get ready to end my day. But honestly, look how sturdy these are. I'm freaking obsessed."
1168,brownieloxs-3567-30,https://www.tiktok.com/@brownieloxs/video/7122867562836184363,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,How I cleaning my pump parts at work —when you dont trust/have access to the fridge method #cleantok #workingmom #pumpingpals #cleaningpumpparts #fridgemethod,"All right. It's about damn time. In a minute I'ma need a sentimental man or woman to pump me up Feeling fussy Walking in my balessiuses Trying to bring out the fabulous? Cause I give a fuck Way too much Imma need like two shots in my cup Wanna get up, wanna get down that's how I feel right now oh, I've been so down and under pressure I'm way too fine to be distressed yeah.","How I cleaning my pump parts at work —when you dont trust/have access to the fridge method #cleantok #workingmom #pumpingpals #cleaningpumpparts #fridgemethod All right. It's about damn time. In a minute I'ma need a sentimental man or woman to pump me up Feeling fussy Walking in my balessiuses Trying to bring out the fabulous? Cause I give a fuck Way too much Imma need like two shots in my cup Wanna get up, wanna get down that's how I feel right now oh, I've been so down and under pressure I'm way too fine to be distressed yeah."
1171,chale1023-6362-90,https://www.tiktok.com/@chale1023/video/7318889129738112299,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,#breastmilk #milkstorage #breastmilktok #pumpingmama #breastpumpingsupply #breastmilkstorage #milkstork #shippingmilk #surrogate  ,"All right, so these are literally, like, overfilling. So let's see how much we got in there. I can't wait to see how many milk we have. All right, so this was one side. I'm cozy. Breast pump S12 Pro. Have five inches or six or seven or so. Made it to seven on one side. I think. The other one's almost eight, then. Yeah, I think so. Let's do this. Transfer this. I'm gonna put these back on, too, see how much more I can get. It's probably gonna be up to a million 8 ounces. All right, first up of the morning, a little over 8 and just about 8. One pump. So 7, 7, 13, probably almost 14 ounces.","#breastmilk #milkstorage #breastmilktok #pumpingmama #breastpumpingsupply #breastmilkstorage #milkstork #shippingmilk #surrogate   All right, so these are literally, like, overfilling. So let's see how much we got in there. I can't wait to see how many milk we have. All right, so this was one side. I'm cozy. Breast pump S12 Pro. Have five inches or six or seven or so. Made it to seven on one side. I think. The other one's almost eight, then. Yeah, I think so. Let's do this. Transfer this. I'm gonna put these back on, too, see how much more I can get. It's probably gonna be up to a million 8 ounces. All right, first up of the morning, a little over 8 and just about 8. One pump. So 7, 7, 13, probably almost 14 ounces."
1172,clarabeingurbreastfriend-5538-34,https://www.tiktok.com/@clarabeingurbreastfriend/video/7368097216097013035,No-Omitted,Is this transcript giving advice for caring for a high risk infant?,Not my fav part of being an exclusive pump but the most rewarding knowing that everything is for my little baby boy 👶🏽 #pumps #pumpingmom #wearablepumps  #exclusivelypumping #breastfeedingmomsbelike #oversupply #2monthsold #breastmilk #pourandpump #breastmilkstorage #pumprules #milksupply #howtoincreasemilksupply #mumtok #milksupplytips #virallllllll #forupagee #milksupply #milkstorage #foryoupage,NA,Not my fav part of being an exclusive pump but the most rewarding knowing that everything is for my little baby boy 👶🏽 #pumps #pumpingmom #wearablepumps  #exclusivelypumping #breastfeedingmomsbelike #oversupply #2monthsold #breastmilk #pourandpump #breastmilkstorage #pumprules #milksupply #howtoincreasemilksupply #mumtok #milksupplytips #virallllllll #forupagee #milksupply #milkstorage #foryoupage
1173,clarabeingurbreastfriend-8143-78,https://www.tiktok.com/@clarabeingurbreastfriend/video/7368352289918045482,yes,Is this transcript giving advice for caring for a high risk infant?,Am i making a mistake by giving up my overnight Pump??  #MomsofTikTok #pumpingmom #breastfeeding #motherhood #exclusivelypumping #oversupply #breastmilk #pourandpump #howtoincreasemilksupply #milkstorage ,"I'm giving up one pump. I'm not waking up. It's 11:24 and I usually pump three hours from now, but I'm too tired. Therefore, let's see how it's gonna go. It's enough already. Eight weeks post and I'm giving up a pump. So my next pump will be 6:00am and that's okay. That is totally okay because my baby started sleeping through the night and I am not waking up. Would that affect my supply? I don't think so. My supply is very stable, so it shouldn't affect my supply. This pump needs to change. So yeah, guys, I'm giving out one pump. I'm too tired to wake up and pump. As a matter of fact, I don't even have any place to put my breast milk anymore, so I'm giving up pump.","Am i making a mistake by giving up my overnight Pump??  #MomsofTikTok #pumpingmom #breastfeeding #motherhood #exclusivelypumping #oversupply #breastmilk #pourandpump #howtoincreasemilksupply #milkstorage  I'm giving up one pump. I'm not waking up. It's 11:24 and I usually pump three hours from now, but I'm too tired. Therefore, let's see how it's gonna go. It's enough already. Eight weeks post and I'm giving up a pump. So my next pump will be 6:00am and that's okay. That is totally okay because my baby started sleeping through the night and I am not waking up. Would that affect my supply? I don't think so. My supply is very stable, so it shouldn't affect my supply. This pump needs to change. So yeah, guys, I'm giving out one pump. I'm too tired to wake up and pump. As a matter of fact, I don't even have any place to put my breast milk anymore, so I'm giving up pump."
1174,courtneygraves13-853-172,https://www.tiktok.com/@courtneygraves13/video/7086618171158908203,yes,Is this transcript giving advice for caring for a high risk infant?,#happythursday #nighttimeroutine #bedtimeroutine #babies #baby #babytok #twins #twinktok #twinsisters #twingirls #twinmom #PassTheBIC #ComeDanceWithMe #ScreamItOut #ByeByeSundayBlues #ImoniCarly #fyp #fypシ #bottle #makebottleswithme #bottletime #nighttimebottle,"Are we playing before bedtime, Vera? Are we playing? What are you doing? Are you chewing? We are playing in our playpen before it's time to get ready for bed. Okay. It's time to make evening bottles. Family is crying because I walked away from her. As much as I would love to never hear them cry, never have them cry their bab. And that's what they do. And I say that because people in the comments always have something to say, like they don't know that babies cry even when you give them everything that they want. So anyways, they take 4oz bottles, which is two scoops of formula. We add an additional half a scoop because our pediatrician, who we love, advised us to do that to help the girls gain weight because they were preemies and they're just a little slower at those things. So now I'm going to shake these up. All right. I'm taking the bottles to the living room, and then I'm going to grab the babies and we're going to get ready for bed. Finley is in her bed screaming, and it's time to change this sis. This little sis is all ready for her nighttime bottle in bed. So now we're going to get other cs. She's an angry sis. She's ready to get ready for bed. Hey, let's go grab sis and get that bottle. And this is how they eat on mom when it's only mom. So Vera, Finley, she's over it. Yeah. So I'll show you when they finish. Hey, it looks like babies are getting done eating. Yeah, this baby is done. So I'm going to give her the pass. Then we'll check. Sister is snoring but still has bottle to drink. So I'm gonna let Vera finish hers and then go put them in the. Okay, this baby version. Oh, wow. She was done. And you can. Finley is snoring, so I'm going to attempt to get up without waking them and lay them in their beds. I'll probably end up waking them. They do typically lay down fine in their room. So let's go. This is how I carry them. This little sis. This little sis. Good night, my girls. Good night. And we're out. And now it's time to finish making dinner.","#happythursday #nighttimeroutine #bedtimeroutine #babies #baby #babytok #twins #twinktok #twinsisters #twingirls #twinmom #PassTheBIC #ComeDanceWithMe #ScreamItOut #ByeByeSundayBlues #ImoniCarly #fyp #fypシ #bottle #makebottleswithme #bottletime #nighttimebottle Are we playing before bedtime, Vera? Are we playing? What are you doing? Are you chewing? We are playing in our playpen before it's time to get ready for bed. Okay. It's time to make evening bottles. Family is crying because I walked away from her. As much as I would love to never hear them cry, never have them cry their bab. And that's what they do. And I say that because people in the comments always have something to say, like they don't know that babies cry even when you give them everything that they want. So anyways, they take 4oz bottles, which is two scoops of formula. We add an additional half a scoop because our pediatrician, who we love, advised us to do that to help the girls gain weight because they were preemies and they're just a little slower at those things. So now I'm going to shake these up. All right. I'm taking the bottles to the living room, and then I'm going to grab the babies and we're going to get ready for bed. Finley is in her bed screaming, and it's time to change this sis. This little sis is all ready for her nighttime bottle in bed. So now we're going to get other cs. She's an angry sis. She's ready to get ready for bed. Hey, let's go grab sis and get that bottle. And this is how they eat on mom when it's only mom. So Vera, Finley, she's over it. Yeah. So I'll show you when they finish. Hey, it looks like babies are getting done eating. Yeah, this baby is done. So I'm going to give her the pass. Then we'll check. Sister is snoring but still has bottle to drink. So I'm gonna let Vera finish hers and then go put them in the. Okay, this baby version. Oh, wow. She was done. And you can. Finley is snoring, so I'm going to attempt to get up without waking them and lay them in their beds. I'll probably end up waking them. They do typically lay down fine in their room. So let's go. This is how I carry them. This little sis. This little sis. Good night, my girls. Good night. And we're out. And now it's time to finish making dinner."
